"id","amount","decision_date","year","donor","recipient","emergency_id","appeal_id","status","is_allocation","project_code","appeal_title","emergency_title"
223877,1096135,"2014-12-01T00:00:00",2015,"United Kingdom ","Food & Agriculture Organization of the United Nations",16521,1062,"Pledge",0,"SSD-15/ER/72610/123","Republic of South Sudan 2015","Republic of South Sudan 2015"
225027,748000,"2015-02-19T00:00:00",2015,"Japan","Office for the Coordination of Humanitarian Affairs",16521,1062,"Pledge",0,"SSD-15/CSS/73606/119","Republic of South Sudan 2015","Republic of South Sudan 2015"
224867,81900,"2015-01-22T00:00:00",2015,"Denmark","Danish Red Cross",16521,0,"Commitment",0,NA,NA,"Republic of South Sudan 2015"
224918,5600000,"2015-02-18T00:00:00",2015,"Common Humanitarian Fund","Food & Agriculture Organization of the United Nations",16521,1062,"Paid contribution",1,"SSD-15/ER/72610/123","Republic of South Sudan 2015","Republic of South Sudan 2015"
224692,6e+06,"2015-02-09T00:00:00",2015,"United States of America","International Organization for Migration",16521,1062,"Commitment",0,"SSD-15/SNYS/78221/R/0","Republic of South Sudan 2015","Republic of South Sudan 2015"
224743,3021148,"2015-02-03T00:00:00",2015,"United Kingdom ","World Food Programme",16521,1062,"Paid contribution",0,"SSD-15/SNYS/78226/R/561","Republic of South Sudan 2015","Republic of South Sudan 2015"
223553,64700000,"2014-10-23T00:00:00",2015,"European Commission's Humanitarian Aid and Civil Protection Department","UN Agencies, NGOs and/or Red Cross (details not yet provided)",16521,0,"Commitment",0,NA,NA,"Republic of South Sudan 2015"
224731,666667,"2015-01-02T00:00:00",2015,"Common Humanitarian Fund","World Food Programme",16521,1062,"Paid contribution",1,"SSD-15/SNYS/78226/R/561","Republic of South Sudan 2015","Republic of South Sudan 2015"
224388,112754,"2015-01-01T00:00:00",2015,"Carry-over (donors not specified)","Office for the Coordination of Humanitarian Affairs",16521,1062,"Paid contribution",0,"SSD-15/CSS/73606/119","Republic of South Sudan 2015","Republic of South Sudan 2015"
224389,1437,"2015-01-01T00:00:00",2015,"Carry-over (donors not specified)","Office for the Coordination of Humanitarian Affairs",16521,1062,"Paid contribution",0,"SSD-15/CSS/73606/119","Republic of South Sudan 2015","Republic of South Sudan 2015"
224355,430000,"2015-01-23T00:00:00",2015,"Sweden","Swedish Civil Contingencies Agency (MSB)",16521,0,"Commitment",0,NA,NA,"Republic of South Sudan 2015"
224695,2800000,"2015-02-09T00:00:00",2015,"United States of America","Solidarités International",16521,1062,"Commitment",0,"SSD-15/WS/72766/5633","Republic of South Sudan 2015","Republic of South Sudan 2015"
224745,109000,"2015-02-09T00:00:00",2015,"Kenya Commercial Bank Limited","Various Recipients (details not yet provided)",16521,0,"Pledge",0,NA,NA,"Republic of South Sudan 2015"
224689,3e+06,"2015-02-09T00:00:00",2015,"United States of America","International Medical Corps UK",16521,1062,"Commitment",0,"SSD-15/SNYS/78220/R/13107","Republic of South Sudan 2015","Republic of South Sudan 2015"
224675,14600000,"2015-02-09T00:00:00",2015,"Sweden","Various Recipients (details not yet provided)",16521,0,"Pledge",0,NA,NA,"Republic of South Sudan 2015"
224698,4e+06,"2014-02-09T00:00:00",2015,"United States of America","World Food Programme",16521,1062,"Pledge",0,"SSD-15/CSS/72559/561","Republic of South Sudan 2015","Republic of South Sudan 2015"
224699,5e+06,"2015-02-09T00:00:00",2015,"United States of America","World Food Programme",16521,1062,"Pledge",0,"SSD-15/CSS/72587/561","Republic of South Sudan 2015","Republic of South Sudan 2015"
224700,1e+06,"2015-02-09T00:00:00",2015,"United States of America","World Health Organization",16521,1062,"Pledge",0,"SSD-15/H/73136/122","Republic of South Sudan 2015","Republic of South Sudan 2015"
224678,61320000,"2015-02-09T00:00:00",2015,"Japan","Various Recipients (details not yet provided)",16521,0,"Pledge",0,NA,NA,"Republic of South Sudan 2015"
224679,2e+07,"2015-02-09T00:00:00",2015,"Norway","Various Recipients (details not yet provided)",16521,0,"Pledge",0,NA,NA,"Republic of South Sudan 2015"
224680,5e+06,"2015-02-09T00:00:00",2015,"Italy","Various Recipients (details not yet provided)",16521,0,"Pledge",0,NA,NA,"Republic of South Sudan 2015"
224681,19400000,"2015-02-09T00:00:00",2015,"Switzerland","Various Recipients (details not yet provided)",16521,0,"Pledge",0,NA,NA,"Republic of South Sudan 2015"
224682,15100000,"2015-02-09T00:00:00",2015,"Netherlands","Various Recipients (details not yet provided)",16521,0,"Pledge",0,NA,NA,"Republic of South Sudan 2015"
224683,3900000,"2015-02-09T00:00:00",2015,"Australia","Various Recipients (details not yet provided)",16521,0,"Pledge",0,NA,NA,"Republic of South Sudan 2015"
224701,475291,"2015-02-09T00:00:00",2015,"United States of America","Various Recipients (details not yet provided)",16521,0,"Commitment",0,NA,NA,"Republic of South Sudan 2015"
224702,54100000,"2015-02-09T00:00:00",2015,"United States of America","Catholic Relief Services",16521,0,"Commitment",0,NA,NA,"Republic of South Sudan 2015"
224703,6099845,"2015-02-09T00:00:00",2015,"United States of America","United Nations Children's Fund",16521,1062,"Commitment",0,"SSD-15/H/72970/124","Republic of South Sudan 2015","Republic of South Sudan 2015"
224704,88207078,"2015-02-09T00:00:00",2015,"United States of America","World Food Programme",16521,1062,"Pledge",0,"SSD-15/F/72479/561","Republic of South Sudan 2015","Republic of South Sudan 2015"
224705,45311657,"2015-02-09T00:00:00",2015,"United States of America","World Food Programme",16521,1062,"Pledge",0,"SSD-15/F/72480/561","Republic of South Sudan 2015","Republic of South Sudan 2015"
224426,25483,"2015-02-02T00:00:00",2015,"Luxembourg","World Food Programme",16521,1062,"Paid contribution",0,"SSD-15/CSS/72519/561","Republic of South Sudan 2015","Republic of South Sudan 2015"
224684,3400000,"2015-02-09T00:00:00",2015,"Ireland","Common Humanitarian Fund",16521,0,"Pledge",0,NA,NA,"Republic of South Sudan 2015"
224687,11500000,"2015-02-09T00:00:00",2015,"United States of America","United Nations High Commissioner for Refugees",16521,1062,"Pledge",0,"SSD-15/MS/73187/120","Republic of South Sudan 2015","Republic of South Sudan 2015"
224688,860000,"2015-02-09T00:00:00",2015,"United States of America","Food for the Hungry ",16521,1062,"Commitment",0,"SSD-15/F/72877/8497","Republic of South Sudan 2015","Republic of South Sudan 2015"
224690,992506,"2015-02-09T00:00:00",2015,"United States of America","Interchurch Medical Assistance",16521,0,"Pledge",0,NA,NA,"Republic of South Sudan 2015"
224694,150000,"2015-02-09T00:00:00",2015,"United States of America","Mercy Corps ",16521,1062,"Commitment",0,"SSD-15/F/72763/5162","Republic of South Sudan 2015","Republic of South Sudan 2015"
224727,369964,"2015-02-11T00:00:00",2015,"Various Donors (details not yet provided)","World Food Programme",16521,1062,"Paid contribution",0,"SSD-15/CSS/72587/561","Republic of South Sudan 2015","Republic of South Sudan 2015"
224728,899811,"2015-01-02T00:00:00",2015,"Common Humanitarian Fund","World Food Programme",16521,1062,"Paid contribution",1,"SSD-15/CSS/72519/561","Republic of South Sudan 2015","Republic of South Sudan 2015"
224739,10308,"2015-02-11T00:00:00",2015,"Various Donors (details not yet provided)","World Food Programme",16521,1062,"Paid contribution",0,"SSD-15/SNYS/78226/R/561","Republic of South Sudan 2015","Republic of South Sudan 2015"
224740,73874,"2015-02-11T00:00:00",2015,"Various Donors (details not yet provided)","World Food Programme",16521,1062,"Paid contribution",0,"SSD-15/SNYS/78226/R/561","Republic of South Sudan 2015","Republic of South Sudan 2015"
